test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_018286	XLOC_018286	C6orf211	chr6:151773421-151791232	Normal	Disease	OK	5.33126	6.547	0.296358	2.21979	0.00195	0.00274992	yes
XLOC_018287	XLOC_018287	C6orf97	chr6:151815174-151942328	Normal	Disease	OK	0.515406	1.16377	1.17502	4.51121	5e-05	7.96728e-05	yes
XLOC_018300	XLOC_018300	GTF2H5	chr6:158589378-158620376	Normal	Disease	OK	3.63023	8.27946	1.18948	14.5273	5e-05	7.96728e-05	yes
XLOC_018301	XLOC_018301	TULP4	chr6:158733691-158932856	Normal	Disease	OK	4.24499	4.7367	0.158122	2.02735	0.0032	0.00441746	yes
XLOC_018306	XLOC_018306	WTAP	chr6:160148151-160177351	Normal	Disease	OK	78.6934	97.3418	0.306818	7.09207	5e-05	7.96728e-05	yes
XLOC_018312	XLOC_018312	LOC729603	chr6:160390130-160527583	Normal	Disease	OK	0.353609	2.37144	2.74554	7.2577	5e-05	7.96728e-05	yes
XLOC_018313	XLOC_018313	SLC22A1	chr6:160542862-160579750	Normal	Disease	OK	0.281546	0.607658	1.10989	1.67509	0.02545	0.0320157	yes
XLOC_018320	XLOC_018320	LOC100289495	chr6:166756118-166764957	Normal	Disease	OK	0.669181	0.907865	0.440081	1.50645	0.03715	0.0457561	yes
XLOC_018326	XLOC_018326	MLLT4	chr6:168227670-168372700	Normal	Disease	OK	32.1592	42.4372	0.400095	11.4352	5e-05	7.96728e-05	yes
XLOC_018330	XLOC_018330	C6orf70	chr6:170151720-170181617	Normal	Disease	OK	7.08019	9.36886	0.404084	3.17393	5e-05	7.96728e-05	yes
XLOC_018338	XLOC_018338	GMDS	chr6:1624034-2245868	Normal	Disease	OK	26.3027	33.7784	0.360887	4.53096	5e-05	7.96728e-05	yes
XLOC_018345	XLOC_018345	SERPINB6	chr6:2948392-2972399	Normal	Disease	OK	102.791	188.33	0.873552	22.7459	5e-05	7.96728e-05	yes
XLOC_018795	XLOC_018795	SAMD3	chr6:130465460-130544099	Normal	Disease	OK	0.687498	1.10166	0.680245	1.52125	0.0208	0.0264212	yes
XLOC_018814	XLOC_018814	ALDH8A1	chr6:135238527-135271260	Normal	Disease	OK	0.122223	0.883528	2.85376	3.35234	0.0007	0.00102874	yes
XLOC_018815	XLOC_018815	HBS1L	chr6:135281516-135376036	Normal	Disease	OK	5.20283	6.00404	0.206637	2.28443	0.0013	0.00186362	yes
XLOC_018817	XLOC_018817	AHI1	chr6:135605109-135818903	Normal	Disease	OK	5.73924	41.8266	2.86549	38.6871	5e-05	7.96728e-05	yes
XLOC_018819	XLOC_018819	BCLAF1	chr6:136578000-136610989	Normal	Disease	OK	18.4967	35.4919	0.940221	22.8031	5e-05	7.96728e-05	yes
XLOC_018831	XLOC_018831	LOC100507462	chr6:139046347-139114456	Normal	Disease	OK	0.457674	1.18673	1.3746	3.5008	5e-05	7.96728e-05	yes
XLOC_018833	XLOC_018833	TXLNB	chr6:139561198-139613208	Normal	Disease	OK	0.584005	1.0183	0.802111	2.94515	5e-05	7.96728e-05	yes
XLOC_018840	XLOC_018840	ADAT2	chr6:143743968-143771841	Normal	Disease	OK	0.918336	2.17811	1.24598	7.0341	5e-05	7.96728e-05	yes
XLOC_018841	XLOC_018841	FUCA2	chr6:143815948-143833020	Normal	Disease	OK	17.5743	20.2858	0.207	2.78496	5e-05	7.96728e-05	yes
XLOC_018844	XLOC_018844	SF3B5	chr6:144416017-144416754	Normal	Disease	OK	159.074	176.751	0.152021	2.95844	5e-05	7.96728e-05	yes
XLOC_018849	XLOC_018849	LOC729178	chr6:147162524-147711612	Normal	Disease	OK	1.40562	2.83628	1.01279	4.69172	5e-05	7.96728e-05	yes
XLOC_018851	XLOC_018851	ZC3H12D	chr6:149768765-149806148	Normal	Disease	OK	0.383747	0.779333	1.02208	3.16303	0.0001	0.000156483	yes
XLOC_018852	XLOC_018852	PPIL4	chr6:149825630-149867238	Normal	Disease	OK	12.5507	16.7284	0.414532	4.8439	5e-05	7.96728e-05	yes
XLOC_018855	XLOC_018855	NUP43	chr6:150045456-150067688	Normal	Disease	OK	10.2392	11.1344	0.120931	1.52083	0.0303	0.0377586	yes
XLOC_018857	XLOC_018857	RAET1E	chr6:150139893-150244214	Normal	Disease	OK	0.311987	0.936519	1.58582	1.96799	0.00285	0.00395472	yes
XLOC_018863	XLOC_018863	RMND1	chr6:151725988-151773316	Normal	Disease	OK	6.05957	8.22982	0.441645	3.04659	0.0001	0.000156483	yes
XLOC_018866	XLOC_018866	MTRF1L	chr6:153308399-153323925	Normal	Disease	OK	1.71964	3.37964	0.974764	5.52803	5e-05	7.96728e-05	yes
XLOC_018867	XLOC_018867	RGS17	chr6:153332031-153452389	Normal	Disease	OK	0.777342	9.33233	3.58562	9.63032	5e-05	7.96728e-05	yes
XLOC_018869	XLOC_018869	CNKSR3	chr6:154726432-154831753	Normal	Disease	OK	6.5045	12.3924	0.929944	9.54097	5e-05	7.96728e-05	yes
XLOC_018870	XLOC_018870	TFB1M	chr6:155411422-155635617	Normal	Disease	OK	2.56153	5.87716	1.19811	7.13542	5e-05	7.96728e-05	yes
XLOC_018874	XLOC_018874	SERAC1	chr6:158530535-158589312	Normal	Disease	OK	3.18425	3.81108	0.259246	1.88154	0.0086	0.0113685	yes
XLOC_018877	XLOC_018877	EZR	chr6:159186772-159240456	Normal	Disease	OK	135.505	145.197	0.0996636	3.25887	5e-05	7.96728e-05	yes
XLOC_018887	XLOC_018887	LPAL2	chr6:160887586-160932156	Normal	Disease	OK	0.101576	0.969459	3.25462	3.05558	0.00075	0.00109936	yes
XLOC_018890	XLOC_018890	AGPAT4-IT1	chr6:161551056-161695107	Normal	Disease	OK	0.353285	2.16548	2.61578	5.13	5e-05	7.96728e-05	yes
XLOC_018894	XLOC_018894	CAHM	chr6:163834096-163834982	Normal	Disease	OK	0.774068	1.71831	1.15045	1.96577	0.01045	0.0136952	yes
XLOC_018896	XLOC_018896	PDE10A	chr6:165740775-166075588	Normal	Disease	OK	1.33489	2.12842	0.673058	4.86512	5e-05	7.96728e-05	yes
XLOC_018901	XLOC_018901	BRP44L	chr6:166778407-166796486	Normal	Disease	OK	34.3147	54.772	0.674609	7.78769	5e-05	7.96728e-05	yes
XLOC_018902	XLOC_018902	RPS6KA2	chr6:166822853-167275771	Normal	Disease	OK	18.6376	22.6375	0.280498	5.67113	5e-05	7.96728e-05	yes
XLOC_018904	XLOC_018904	RNASET2	chr6:167343003-167370077	Normal	Disease	OK	73.635	114.334	0.634793	12.5259	5e-05	7.96728e-05	yes
XLOC_018909	XLOC_018909	MLLT4-AS1	chr6:168224569-168227476	Normal	Disease	OK	1.6401	5.65499	1.78574	8.34982	5e-05	7.96728e-05	yes
XLOC_018914	XLOC_018914	WDR27	chr6:169857302-170102159	Normal	Disease	OK	1.56602	3.99719	1.35189	7.03897	5e-05	7.96728e-05	yes
XLOC_018920	XLOC_018920	PSMB1	chr6:170844203-170862417	Normal	Disease	OK	96.4378	119.596	0.310493	5.55342	5e-05	7.96728e-05	yes
XLOC_020039	XLOC_020039	FLJ44511	chr7:560027-564869	Normal	Disease	OK	0.190947	0.610695	1.67728	3.32809	0.00065	0.000958958	yes
XLOC_020042	XLOC_020042	GET4	chr7:916190-936071	Normal	Disease	OK	19.5349	41.7406	1.0954	15.6958	5e-05	7.96728e-05	yes
XLOC_020047	XLOC_020047	MAFK	chr7:1570367-1596066	Normal	Disease	OK	19.3175	29.7658	0.623745	9.85397	5e-05	7.96728e-05	yes
XLOC_020052	XLOC_020052	EIF3B	chr7:2394473-2420377	Normal	Disease	OK	58.6865	68.6696	0.226643	5.70547	5e-05	7.96728e-05	yes
XLOC_020053	XLOC_020053	CHST12	chr7:2443194-2474216	Normal	Disease	OK	11.5408	15.695	0.443569	4.43077	5e-05	7.96728e-05	yes
XLOC_020058	XLOC_020058	SDK1	chr7:3341079-4308631	Normal	Disease	OK	1.38402	9.15853	2.72625	23.7243	5e-05	7.96728e-05	yes
XLOC_020060	XLOC_020060	KIAA0415	chr7:4815261-4834026	Normal	Disease	OK	3.93238	5.50498	0.485336	4.74531	5e-05	7.96728e-05	yes
XLOC_020061	XLOC_020061	RNF216P1	chr7:5013615-5037800	Normal	Disease	OK	6.26871	7.30602	0.220917	1.65761	0.01795	0.0229598	yes
XLOC_020062	XLOC_020062	LOC389458,RBAK,RBAK-LOC389458	chr7:5085451-5112854	Normal	Disease	OK	2.90852	4.25508	0.548903	2.70579	5e-05	7.96728e-05	yes
XLOC_020064	XLOC_020064	SLC29A4	chr7:5322560-5343704	Normal	Disease	OK	5.44539	7.97653	0.550726	4.56317	5e-05	7.96728e-05	yes
XLOC_020066	XLOC_020066	ZNF815	chr7:5862790-5894066	Normal	Disease	OK	0.274901	0.826513	1.58813	3.29795	0.0002	0.000306269	yes
XLOC_020070	XLOC_020070	USP42	chr7:6144549-6201195	Normal	Disease	OK	8.77583	17.2877	0.978136	15.0006	5e-05	7.96728e-05	yes
XLOC_020071	XLOC_020071	RAC1	chr7:6414125-6443598	Normal	Disease	OK	143.347	207.92	0.53652	17.8061	5e-05	7.96728e-05	yes
XLOC_020078	XLOC_020078	MIOS	chr7:7606615-7647110	Normal	Disease	OK	15.5888	24.1537	0.631735	9.8059	5e-05	7.96728e-05	yes
XLOC_020080	XLOC_020080	GLCCI1	chr7:8008373-8128709	Normal	Disease	OK	4.10934	8.1818	0.993513	10.0476	5e-05	7.96728e-05	yes
XLOC_020083	XLOC_020083	PHF14	chr7:11013498-11209250	Normal	Disease	OK	9.14036	51.1016	2.48305	34.2124	5e-05	7.96728e-05	yes
XLOC_020090	XLOC_020090	TSPAN13	chr7:16793350-16824161	Normal	Disease	OK	50.8136	68.2413	0.425431	8.61981	5e-05	7.96728e-05	yes
XLOC_020099	XLOC_020099	IL6	chr7:22766765-22771621	Normal	Disease	OK	9.10385	10.8425	0.252147	1.59745	0.0245	0.030892	yes
XLOC_020107	XLOC_020107	C7orf46	chr7:23719748-23742269	Normal	Disease	OK	2.06672	4.23339	1.03447	3.78181	5e-05	7.96728e-05	yes
XLOC_020109	XLOC_020109	NPY	chr7:24323806-24331484	Normal	Disease	OK	868.14	7487.53	3.10849	151.726	5e-05	7.96728e-05	yes
XLOC_020110	XLOC_020110	MPP6	chr7:24613084-24727498	Normal	Disease	OK	2.12611	4.24145	0.99634	4.77326	5e-05	7.96728e-05	yes
XLOC_020112	XLOC_020112	CBX3	chr7:26240830-26253227	Normal	Disease	OK	17.4307	37.6927	1.11265	14.8237	5e-05	7.96728e-05	yes
XLOC_020114	XLOC_020114	LOC441204	chr7:26443107-26535986	Normal	Disease	OK	0.187837	1.76757	3.23422	3.99559	0.0012	0.00172627	yes
XLOC_020116	XLOC_020116	HOTAIRM1	chr7:27135712-27139877	Normal	Disease	OK	7.40596	31.2349	2.0764	11.2186	5e-05	7.96728e-05	yes
XLOC_020118	XLOC_020118	HOXA-AS5	chr7:27225026-27228912	Normal	Disease	OK	20.8076	50.6527	1.28353	16.4287	5e-05	7.96728e-05	yes
XLOC_020121	XLOC_020121	TAX1BP1	chr7:27778991-27869386	Normal	Disease	OK	37.6614	72.7545	0.949949	22.795	5e-05	7.96728e-05	yes
XLOC_020123	XLOC_020123	CREB5	chr7:28338939-28865511	Normal	Disease	OK	0.507588	0.747173	0.557784	2.35197	0.0012	0.00172627	yes
XLOC_020125	XLOC_020125	CHN2	chr7:29234120-29553944	Normal	Disease	OK	4.10067	6.29749	0.618918	4.63657	5e-05	7.96728e-05	yes
XLOC_020132	XLOC_020132	DKFZP586I1420	chr7:30409665-30412410	Normal	Disease	OK	2.81288	11.1226	1.98337	13.5956	5e-05	7.96728e-05	yes
XLOC_020133	XLOC_020133	GARS	chr7:30634180-30673648	Normal	Disease	OK	26.4422	41.0805	0.635611	11.7043	5e-05	7.96728e-05	yes
XLOC_020143	XLOC_020143	LOC401321	chr7:32797897-32802536	Normal	Disease	OK	2.84781	3.97947	0.482726	3.72167	5e-05	7.96728e-05	yes
XLOC_020149	XLOC_020149	SEPT7	chr7:35840595-35946715	Normal	Disease	OK	14.6275	27.103	0.889771	15.5418	5e-05	7.96728e-05	yes
XLOC_020158	XLOC_020158	YAE1D1	chr7:39606002-39612480	Normal	Disease	OK	13.4463	21.7303	0.692505	4.7105	5e-05	7.96728e-05	yes
XLOC_020160	XLOC_020160	RALA	chr7:39663151-39747723	Normal	Disease	OK	12.5776	17.544	0.480121	5.9799	5e-05	7.96728e-05	yes
XLOC_020161	XLOC_020161	LINC00265	chr7:39773166-39834222	Normal	Disease	OK	1.44263	2.34121	0.698559	3.97426	5e-05	7.96728e-05	yes
XLOC_020162	XLOC_020162	CDK13	chr7:39989958-40136733	Normal	Disease	OK	10.6455	12.8178	0.2679	4.63818	5e-05	7.96728e-05	yes
XLOC_020168	XLOC_020168	STK17A	chr7:43622691-43666978	Normal	Disease	OK	7.48111	8.45694	0.176882	1.94513	0.006	0.00806081	yes
XLOC_020169	XLOC_020169	BLVRA	chr7:43798271-43846941	Normal	Disease	OK	29.3678	49.1223	0.742145	8.35731	5e-05	7.96728e-05	yes
XLOC_020170	XLOC_020170	UBE2D4	chr7:43966034-44058748	Normal	Disease	OK	9.15292	13.0789	0.514934	6.35418	5e-05	7.96728e-05	yes
XLOC_020172	XLOC_020172	FLJ35390	chr7:44068485-44082082	Normal	Disease	OK	3.19196	3.97572	0.316772	1.58475	0.02455	0.0309448	yes
XLOC_020177	XLOC_020177	ZMIZ2	chr7:44788529-44809479	Normal	Disease	OK	20.2123	27.3188	0.434664	8.94886	5e-05	7.96728e-05	yes
XLOC_020178	XLOC_020178	PPIA	chr7:44836240-44842716	Normal	Disease	OK	140.527	229.163	0.705524	27.1213	5e-05	7.96728e-05	yes
XLOC_020180	XLOC_020180	RAMP3	chr7:45197366-45223850	Normal	Disease	OK	12.1127	14.8197	0.291	2.29161	0.0016	0.00227465	yes
XLOC_020195	XLOC_020195	VSTM2A	chr7:54610018-54639419	Normal	Disease	OK	0.657639	1.16122	0.82027	1.56189	0.0298	0.0371994	yes
XLOC_020200	XLOC_020200	MRPS17	chr7:56019610-56023033	Normal	Disease	OK	21.7827	46.0208	1.0791	7.51459	5e-05	7.96728e-05	yes
XLOC_020201	XLOC_020201	GBAS	chr7:56032269-56067875	Normal	Disease	OK	37.6726	50.3434	0.418286	7.11833	5e-05	7.96728e-05	yes
XLOC_020217	XLOC_020217	ZNF138	chr7:64254770-64294025	Normal	Disease	OK	1.7208	2.82746	0.716428	3.1402	5e-05	7.96728e-05	yes
XLOC_020219	XLOC_020219	CCT6P3	chr7:64498731-64535091	Normal	Disease	OK	1.25358	2.40866	0.942184	3.48728	5e-05	7.96728e-05	yes
XLOC_020230	XLOC_020230	RABGEF1	chr7:66205642-66309813	Normal	Disease	OK	11.6431	12.809	0.137676	1.76996	0.0104	0.0136321	yes
XLOC_020238	XLOC_020238	SBDSP1	chr7:72299951-72307978	Normal	Disease	OK	13.424	17.7059	0.399423	3.53187	5e-05	7.96728e-05	yes
XLOC_020243	XLOC_020243	NCF1B	chr7:72634673-72649979	Normal	Disease	OK	0.408095	0.847286	1.05395	1.77863	0.0186	0.0237414	yes
XLOC_020245	XLOC_020245	FZD9	chr7:72848108-72850450	Normal	Disease	OK	1.44859	2.02045	0.480026	1.84758	0.01145	0.0149467	yes
XLOC_020247	XLOC_020247	WBSCR22	chr7:73097897-73112551	Normal	Disease	OK	40.2259	67.5461	0.747747	10.5658	5e-05	7.96728e-05	yes
XLOC_020252	XLOC_020252	ELN	chr7:73442426-73484236	Normal	Disease	OK	22.5954	25.9146	0.197736	3.42545	5e-05	7.96728e-05	yes
XLOC_020263	XLOC_020263	GTF2IRD2B	chr7:74508346-74565623	Normal	Disease	OK	2.31808	3.66735	0.661812	4.14392	5e-05	7.96728e-05	yes
XLOC_020266	XLOC_020266	STAG3L1	chr7:74988428-74996914	Normal	Disease	OK	0.569074	0.985601	0.792387	1.84255	0.0132	0.0171284	yes
XLOC_020267	XLOC_020267	TRIM74	chr7:75024902-75034888	Normal	Disease	OK	0.15539	0.839125	2.433	2.37291	0.00965	0.0126915	yes
XLOC_020268	XLOC_020268	NSUN5P1	chr7:75039623-75115568	Normal	Disease	OK	2.22603	11.1837	2.32885	11.1033	5e-05	7.96728e-05	yes
XLOC_020270	XLOC_020270	RHBDD2	chr7:75508316-75518244	Normal	Disease	OK	75.4952	101.091	0.421203	9.25545	5e-05	7.96728e-05	yes
XLOC_020275	XLOC_020275	SRRM3	chr7:75831215-75916605	Normal	Disease	OK	1.28096	1.86143	0.539181	2.47945	0.0007	0.00102874	yes
XLOC_020276	XLOC_020276	HSPB1	chr7:75931874-75933614	Normal	Disease	OK	709.738	1060.47	0.579352	28.4197	5e-05	7.96728e-05	yes
XLOC_020277	XLOC_020277	ZP3	chr7:76018645-76071388	Normal	Disease	OK	1.33891	8.49834	2.66612	8.61662	5e-05	7.96728e-05	yes
XLOC_020280	XLOC_020280	LOC100133091	chr7:76178657-76257299	Normal	Disease	OK	1.2551	2.32552	0.889757	3.53279	5e-05	7.96728e-05	yes
XLOC_020283	XLOC_020283	CCDC146	chr7:76751933-76924521	Normal	Disease	OK	2.27334	9.8312	2.11255	14.3791	5e-05	7.96728e-05	yes
XLOC_020285	XLOC_020285	RSBN1L	chr7:77313167-77409120	Normal	Disease	OK	9.98048	23.3007	1.22319	15.3426	5e-05	7.96728e-05	yes
XLOC_020288	XLOC_020288	MAGI2-AS3	chr7:77646373-79100524	Normal	Disease	OK	8.14198	10.1149	0.313024	1.88677	0.0073	0.00971824	yes
XLOC_020290	XLOC_020290	GNAI1	chr7:79764139-79848725	Normal	Disease	OK	4.90153	6.96946	0.507815	4.27718	5e-05	7.96728e-05	yes
XLOC_020293	XLOC_020293	DMTF1	chr7:86781676-86849031	Normal	Disease	OK	11.5467	26.7052	1.20964	18.495	5e-05	7.96728e-05	yes
XLOC_020294	XLOC_020294	CROT	chr7:86974950-87029112	Normal	Disease	OK	10.7813	12.3779	0.199243	2.21882	0.0014	0.00199871	yes
XLOC_020296	XLOC_020296	DBF4	chr7:87463813-87538856	Normal	Disease	OK	1.46044	3.55172	1.28211	7.10991	5e-05	7.96728e-05	yes
XLOC_020299	XLOC_020299	DPY19L2P4	chr7:89748713-89754914	Normal	Disease	OK	1.2845	2.17297	0.758462	2.59652	0.0008	0.00116928	yes
XLOC_020300	XLOC_020300	STEAP1	chr7:89783688-89794141	Normal	Disease	OK	81.8046	206.874	1.3385	31.1952	5e-05	7.96728e-05	yes
XLOC_020301	XLOC_020301	STEAP2	chr7:89840999-89866992	Normal	Disease	OK	77.1921	94.6519	0.294178	10.3316	5e-05	7.96728e-05	yes
XLOC_020302	XLOC_020302	C7orf63	chr7:89874487-89940377	Normal	Disease	OK	10.8662	35.924	1.7251	26.6307	5e-05	7.96728e-05	yes
XLOC_020303	XLOC_020303	GTPBP10	chr7:89975978-90020769	Normal	Disease	OK	2.59693	4.32503	0.735902	7.17533	5e-05	7.96728e-05	yes
XLOC_020307	XLOC_020307	AKAP9	chr7:91570188-91739987	Normal	Disease	OK	10.0578	47.7672	2.24771	58.9626	5e-05	7.96728e-05	yes
XLOC_020309	XLOC_020309	GATAD1	chr7:92076764-92088742	Normal	Disease	OK	18.4195	41.1413	1.15935	22.9965	5e-05	7.96728e-05	yes
XLOC_020311	XLOC_020311	MGC16142	chr7:92167788-92169079	Normal	Disease	OK	0.368252	1.01996	1.46975	2.29633	0.01305	0.0169396	yes
XLOC_020312	XLOC_020312	CCDC132	chr7:92861652-92988338	Normal	Disease	OK	3.66726	8.19507	1.16005	9.18549	5e-05	7.96728e-05	yes
XLOC_020317	XLOC_020317	CASD1	chr7:94139169-94186328	Normal	Disease	OK	6.98957	7.80797	0.159743	1.68238	0.01655	0.0212565	yes
XLOC_020319	XLOC_020319	PPP1R9A	chr7:94536948-94925727	Normal	Disease	OK	2.46248	5.2041	1.07954	12.5404	5e-05	7.96728e-05	yes
XLOC_020323	XLOC_020323	ACN9	chr7:96745904-96811075	Normal	Disease	OK	4.08772	7.58728	0.892287	5.65156	5e-05	7.96728e-05	yes
XLOC_020328	XLOC_020328	NPTX2	chr7:98246596-98259181	Normal	Disease	OK	1.07489	1.7237	0.681317	2.51712	0.00075	0.00109936	yes
XLOC_020334	XLOC_020334	BUD31	chr7:99006600-99063824	Normal	Disease	OK	49.966	66.4901	0.412194	5.55905	5e-05	7.96728e-05	yes
XLOC_020336	XLOC_020336	ZNF789	chr7:99070514-99085217	Normal	Disease	OK	4.68194	13.784	1.55781	9.28389	5e-05	7.96728e-05	yes
XLOC_020339	XLOC_020339	LOC100289187	chr7:99195901-99208456	Normal	Disease	OK	1.8545	4.38232	1.24067	3.77821	5e-05	7.96728e-05	yes
XLOC_020343	XLOC_020343	ZKSCAN1	chr7:99613218-99635403	Normal	Disease	OK	22.451	24.7264	0.139278	3.15903	5e-05	7.96728e-05	yes
XLOC_020344	XLOC_020344	ZSCAN21	chr7:99647416-99679371	Normal	Disease	OK	7.24851	10.3874	0.519075	3.88375	5e-05	7.96728e-05	yes
XLOC_020345	XLOC_020345	COPS6	chr7:99686582-99689822	Normal	Disease	OK	89.9375	103.751	0.206132	4.57166	5e-05	7.96728e-05	yes
XLOC_020348	XLOC_020348	MBLAC1	chr7:99724319-99726121	Normal	Disease	OK	1.72237	3.20419	0.895565	3.09736	5e-05	7.96728e-05	yes
XLOC_020349	XLOC_020349	C7orf59	chr7:99746529-99751833	Normal	Disease	OK	92.5333	145.542	0.653387	9.15257	5e-05	7.96728e-05	yes
XLOC_020353	XLOC_020353	PILRB	chr7:99905324-99965454	Normal	Disease	OK	17.119	73.1351	2.09497	28.224	5e-05	7.96728e-05	yes
XLOC_020355	XLOC_020355	MEPCE	chr7:100026412-100031749	Normal	Disease	OK	41.9487	65.5007	0.642885	11.9535	5e-05	7.96728e-05	yes
XLOC_020359	XLOC_020359	PCOLCE	chr7:100183955-100205798	Normal	Disease	OK	53.5273	70.2489	0.392201	6.88757	5e-05	7.96728e-05	yes
XLOC_020753	XLOC_020753	SEPT7P2	chr7:45763385-45808617	Normal	Disease	OK	3.37633	9.63093	1.51222	9.81424	5e-05	7.96728e-05	yes
XLOC_020766	XLOC_020766	SEC61G	chr7:54819939-54826939	Normal	Disease	OK	41.8776	75.1147	0.842916	6.53199	5e-05	7.96728e-05	yes
XLOC_020782	XLOC_020782	ZNF680	chr7:63980254-64023505	Normal	Disease	OK	3.31738	13.5343	2.0285	15.714	5e-05	7.96728e-05	yes
XLOC_020783	XLOC_020783	ZNF117	chr7:64434829-64467124	Normal	Disease	OK	3.29401	3.94076	0.258629	2.91644	5e-05	7.96728e-05	yes
XLOC_020786	XLOC_020786	LINC00174	chr7:65841030-65865395	Normal	Disease	OK	2.19072	8.59314	1.97178	15.3319	5e-05	7.96728e-05	yes
XLOC_020787	XLOC_020787	LOC493754	chr7:66018552-66043498	Normal	Disease	OK	4.16931	5.9476	0.512499	4.00856	5e-05	7.96728e-05	yes
XLOC_020789	XLOC_020789	SBDS	chr7:66452689-66460588	Normal	Disease	OK	80.2068	87.5636	0.126607	2.80133	5e-05	7.96728e-05	yes
XLOC_020791	XLOC_020791	PMS2P4	chr7:66741117-66767429	Normal	Disease	OK	6.76672	14.931	1.14179	4.42061	5e-05	7.96728e-05	yes
XLOC_020794	XLOC_020794	TYW1B	chr7:72023728-72298813	Normal	Disease	OK	1.78246	2.33277	0.388173	1.78053	0.01165	0.0151973	yes
XLOC_020796	XLOC_020796	NSUN5P2	chr7:72349935-72425302	Normal	Disease	OK	0.915755	7.07936	2.95059	9.27272	5e-05	7.96728e-05	yes
XLOC_020802	XLOC_020802	BAZ1B	chr7:72854727-72936615	Normal	Disease	OK	26.0213	33.3942	0.359904	9.61831	5e-05	7.96728e-05	yes
XLOC_020803	XLOC_020803	BCL7B	chr7:72950682-72972065	Normal	Disease	OK	37.6587	40.3886	0.100962	1.52847	0.0245	0.030892	yes
XLOC_020805	XLOC_020805	MLXIPL	chr7:73007523-73038870	Normal	Disease	OK	0.585759	1.33867	1.19242	3.59934	5e-05	7.96728e-05	yes
XLOC_020806	XLOC_020806	DNAJC30	chr7:73095247-73097781	Normal	Disease	OK	14.4401	17.8799	0.308261	3.79327	5e-05	7.96728e-05	yes
XLOC_020807	XLOC_020807	STX1A	chr7:73113534-73134017	Normal	Disease	OK	2.70858	4.33909	0.679859	3.44208	5e-05	7.96728e-05	yes
XLOC_020808	XLOC_020808	ABHD11	chr7:73150424-73153190	Normal	Disease	OK	45.6185	68.0539	0.57706	9.2593	5e-05	7.96728e-05	yes
XLOC_020809	XLOC_020809	CLDN3	chr7:73183326-73184600	Normal	Disease	OK	179.766	229.213	0.350572	10.5163	5e-05	7.96728e-05	yes
XLOC_020810	XLOC_020810	WBSCR27	chr7:73248920-73256855	Normal	Disease	OK	14.5689	19.3986	0.413064	2.90119	0.00015	0.000231891	yes
XLOC_020812	XLOC_020812	GTF2IRD2	chr7:74210483-74267841	Normal	Disease	OK	2.90667	4.41853	0.6042	4.17968	5e-05	7.96728e-05	yes
XLOC_020813	XLOC_020813	STAG3L2	chr7:74298262-74306731	Normal	Disease	OK	3.25905	4.82099	0.56488	2.77706	0.00025	0.000379973	yes
XLOC_020820	XLOC_020820	PMS2P3	chr7:75137068-75157453	Normal	Disease	OK	1.4102	2.28522	0.696436	2.13221	0.00475	0.00645314	yes
XLOC_020827	XLOC_020827	SRCRB4D	chr7:76018645-76071388	Normal	Disease	OK	0.236776	0.645526	1.44695	2.64337	0.002	0.00281652	yes
XLOC_020828	XLOC_020828	FDPSL2A	chr7:76090971-76135312	Normal	Disease	OK	0.122808	0.939555	2.93557	5.83876	5e-05	7.96728e-05	yes
XLOC_020831	XLOC_020831	PION	chr7:76940067-77045717	Normal	Disease	OK	6.27846	10.4373	0.733268	7.20551	5e-05	7.96728e-05	yes
XLOC_020832	XLOC_020832	LOC100505854	chr7:77313167-77409120	Normal	Disease	OK	2.07655	3.79756	0.870885	3.44664	5e-05	7.96728e-05	yes
XLOC_020833	XLOC_020833	TMEM60	chr7:77423044-77427747	Normal	Disease	OK	12.8815	21.5576	0.742894	4.9853	5e-05	7.96728e-05	yes
XLOC_020839	XLOC_020839	PCLO	chr7:82383320-82792197	Normal	Disease	OK	1.53406	7.68639	2.32495	30.0038	5e-05	7.96728e-05	yes
XLOC_020840	XLOC_020840	SEMA3E	chr7:82993221-83278479	Normal	Disease	OK	1.28662	2.10725	0.711776	4.47156	5e-05	7.96728e-05	yes
XLOC_020845	XLOC_020845	TP53TG1	chr7:86954663-86974808	Normal	Disease	OK	31.4748	50.4766	0.681417	6.19307	5e-05	7.96728e-05	yes
XLOC_020852	XLOC_020852	MTERF	chr7:91502020-91510016	Normal	Disease	OK	2.51817	3.57114	0.504009	2.46331	0.0009	0.00130991	yes
XLOC_020855	XLOC_020855	KRIT1	chr7:91828282-91875414	Normal	Disease	OK	8.20654	9.28798	0.178592	2.17548	0.00125	0.00179515	yes
XLOC_020857	XLOC_020857	FAM133B,LOC728066	chr7:92190071-92219706	Normal	Disease	OK	1.06363	3.12048	1.55277	5.40568	5e-05	7.96728e-05	yes
XLOC_020859	XLOC_020859	SAMD9	chr7:92728825-92747336	Normal	Disease	OK	1.47686	2.21738	0.586331	3.99183	5e-05	7.96728e-05	yes
XLOC_020860	XLOC_020860	SAMD9L	chr7:92759367-92777680	Normal	Disease	OK	2.0149	4.29067	1.09049	9.49241	5e-05	7.96728e-05	yes
XLOC_020870	XLOC_020870	PON2	chr7:95034173-95064384	Normal	Disease	OK	22.4971	53.5739	1.25179	16.6115	5e-05	7.96728e-05	yes
